timestamp,cpu_percent,rss_memory_mb,open_fds
1777396634.902493,0.0,180.015625,58
1777396635.413316,0.0,207.921875,312
1777396635.9248981,0.0,462.953125,2736
1777396636.436353,0.0,652.484375,4530
1777396636.944521,0.0,834.484375,6263
1777396637.458053,0.0,994.328125,7777
1777396637.970718,0.0,1123.140625,9154
1777396638.481811,0.0,1127.625,10187
1777396638.991151,0.0,1234.546875,11574
1777396639.499945,0.0,1197.15625,10735
1777396640.012445,0.0,1099.921875,8191
1777396640.52446,0.0,1049.484375,6745
1777396641.0378199,0.0,1033.828125,6197
1777396641.5498052,0.0,1031.75,3115
1777396642.062401,0.0,1031.21875,58
1777396642.5759249,0.0,1031.21875,58
1777396643.0931652,0.0,1031.21875,58
1777396643.6062028,0.0,1031.21875,58
1777396644.1143901,0.0,1031.21875,58
1777396644.6261718,0.0,1031.21875,58
1777396645.141267,0.0,1031.109375,58
1777396645.651021,0.0,1031.109375,58
1777396646.1620328,0.0,1031.109375,58
1777396646.671959,0.0,1031.109375,58
1777396647.1809092,0.0,1031.109375,58
1777396647.694716,0.0,1031.109375,58
1777396648.208276,0.0,1031.109375,58
1777396648.7219388,0.0,1031.109375,58
1777396649.2351549,0.0,1031.109375,58
1777396649.748843,0.0,1031.109375,58
1777396650.262811,0.0,1031.109375,58
1777396650.775368,0.0,1031.109375,58
1777396651.28647,0.0,1031.109375,58
1777396651.799413,0.0,1031.109375,58
1777396652.312195,0.0,1031.109375,58
1777396652.820317,0.0,1031.109375,58
1777396653.330671,0.0,1031.109375,58
1777396653.8425379,0.0,1031.109375,58
1777396654.353879,0.0,1031.109375,58
1777396654.863478,0.0,1031.109375,58
1777396655.375087,0.0,1031.109375,58
1777396655.8866339,0.0,1031.109375,58
1777396656.397133,0.0,1031.109375,58
1777396656.905817,0.0,1031.109375,58
1777396657.4188921,0.0,1031.109375,58
1777396657.928183,0.0,1031.109375,58
1777396658.4397151,0.0,1031.109375,58
1777396658.951703,0.0,1031.109375,58
1777396659.461793,0.0,1031.109375,58
1777396659.9747531,0.0,1031.109375,58
1777396660.4872692,0.0,1031.109375,58
1777396660.999866,0.0,1031.109375,58
1777396661.511672,0.0,1031.109375,58
1777396662.024159,0.0,1031.109375,58
1777396662.536921,0.0,1031.109375,58
1777396663.0477,0.0,1031.109375,58
1777396663.560663,0.0,1031.109375,58
1777396664.069171,0.0,1031.109375,58
1777396664.579349,0.0,1031.109375,58
1777396665.0888379,0.0,1031.109375,58
1777396665.6035042,0.0,756.921875,58
1777396666.1141279,0.0,756.9375,58
1777396666.625679,0.0,845.21875,1760
1777396667.1368582,0.0,963.59375,3812
1777396667.650495,0.0,1083.484375,5596
1777396668.162882,0.0,1140.359375,7283
1777396668.674757,0.0,1140.046875,8824
1777396669.188061,0.0,1251.859375,10201
1777396669.702788,0.0,1369.5,11527
1777396670.214634,0.0,1424.859375,12963
1777396670.729863,0.0,1470.78125,14424
1777396671.241146,0.0,1510.859375,15191
1777396671.749363,0.0,1400.203125,12264
1777396672.261102,0.0,1316.671875,9942
1777396672.776191,0.0,1273.96875,8604
1777396673.292448,0.0,1256.078125,7956
1777396673.80601,0.0,1252.21875,7781
1777396674.3203719,0.0,1251.515625,5770
1777396674.8348339,0.0,1250.890625,1986
1777396675.348892,0.0,1250.609375,58
1777396675.863269,0.0,1250.609375,58
1777396676.3782542,0.0,1250.609375,58
1777396676.892666,0.0,1250.609375,58
1777396677.403105,0.0,1250.609375,58
1777396677.915584,0.0,1250.609375,58
1777396678.42702,0.0,1250.609375,58
1777396678.939637,0.0,1250.609375,58
1777396679.451613,0.0,1250.609375,58
1777396679.963799,0.0,1250.609375,58
1777396680.475688,0.0,1250.609375,58
1777396680.9870238,0.0,1250.609375,58
1777396681.500273,0.0,1250.609375,58
1777396682.011957,0.0,1250.609375,58
1777396682.5202172,0.0,1250.609375,58
1777396683.031672,0.0,1250.609375,58
1777396683.545256,0.0,1250.609375,58
1777396684.055556,0.0,1250.609375,58
1777396684.564081,0.0,1250.609375,58
1777396685.0773,0.0,1250.609375,58
1777396685.5878038,0.0,1250.609375,58
1777396686.10013,0.0,1250.609375,58
1777396686.611496,0.0,1250.609375,58
1777396687.124506,0.0,1250.609375,58
1777396687.6370912,0.0,1250.609375,58
1777396688.150209,0.0,1250.609375,58
1777396688.6586828,0.0,1250.609375,58
1777396689.1680331,0.0,1250.609375,58
1777396689.677541,0.0,1250.609375,58
1777396690.18987,0.0,1250.609375,58
1777396690.702606,0.0,1250.609375,58
1777396691.2160609,0.0,1250.609375,58
1777396691.725934,0.0,1250.609375,58
1777396692.236771,0.0,1250.609375,58
1777396692.751044,0.0,1250.609375,58
1777396693.2656481,0.0,1250.609375,58
1777396693.778902,0.0,1250.609375,58
1777396694.2922509,0.0,1250.609375,58
1777396694.8015418,0.0,1250.609375,58
1777396695.3117251,0.0,1250.609375,58
1777396695.8214898,0.0,1250.609375,58
1777396696.340426,0.0,1250.609375,58
